match_id,date,season,tournament_name,is_worldcup,match_stage,team1,team2,venue,city,toss_winner,toss_decision,winner,result_type,format,innings1_team,innings1_runs,innings1_wkts,innings1_overs,innings2_team,innings2_runs,innings2_wkts,innings2_overs,year,month,batting_first,chasing_team,first_innings_score,second_innings_score,match_result,elo_team1,elo_team2,elo_diff,team1_form_5,team2_form_5,team1_form_10,team2_form_10,h2h_win_pct
7129582838,3/16/2014,2014,World T20,TRUE,First Round,Hong Kong,Nepal,Zahur Ahmed Chowdhury Stadium,Chittagong,Hong Kong,field,Nepal,unknown,T20,Nepal,149,8,21.3,Hong Kong,69,10,17,2014,3,Nepal,Hong Kong,149,69,completed,1500,1500,0,0.5,0.5,0.5,0.5,0.5
-292451440,3/17/2014,2014,World T20,TRUE,First Round,Ireland,Zimbabwe,Sylhet Stadium,,Ireland,field,Ireland,unknown,T20,Zimbabwe,163,5,20.2,Ireland,164,7,20.5,2014,3,Zimbabwe,Ireland,163,164,completed,1500,1500,0,0.5,0.5,0.5,0.5,0.5
-339384486,3/17/2014,2014,World T20,TRUE,First Round,Netherlands,United Arab Emirates,Sylhet Stadium,,United Arab Emirates,bat,Netherlands,unknown,T20,United Arab Emirates,151,10,20.8,Netherlands,152,4,18.8,2014,3,United Arab Emirates,Netherlands,151,152,completed,1500,1500,0,0.5,0.5,0.5,0.5,0.5
-901852254,3/18/2014,2014,World T20,TRUE,First Round,Bangladesh,Nepal,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,field,Bangladesh,unknown,T20,Nepal,126,5,21.5,Bangladesh,132,2,15.5,2014,3,Nepal,Bangladesh,126,132,completed,1500,1516,-16,0.5,1,0.5,1,0.5
6647625351,3/19/2014,2014,World T20,TRUE,First Round,Ireland,United Arab Emirates,Sylhet Stadium,,Ireland,field,Ireland,unknown,T20,United Arab Emirates,123,6,20.7,Ireland,103,4,14.8,2014,3,United Arab Emirates,Ireland,123,103,completed,1516,1484,32,1,0,1,0,0.5
7227962893,3/19/2014,2014,World T20,TRUE,First Round,Netherlands,Zimbabwe,Sylhet Stadium,,Netherlands,bat,Zimbabwe,unknown,T20,Netherlands,140,5,20.7,Zimbabwe,146,5,20.7,2014,3,Netherlands,Zimbabwe,140,146,completed,1516,1484,32,1,0,1,0,0.5
-737437182,3/20/2014,2014,World T20,TRUE,First Round,Bangladesh,Hong Kong,Zahur Ahmed Chowdhury Stadium,Chittagong,Hong Kong,field,Hong Kong,unknown,T20,Bangladesh,108,10,17,Hong Kong,114,8,20,2014,3,Bangladesh,Hong Kong,108,114,completed,1516.736307,1484,32.73630679,1,0,1,0,0.5
-805560377,3/21/2014,2014,World T20,TRUE,First Round,United Arab Emirates,Zimbabwe,Sylhet Stadium,,Zimbabwe,field,Zimbabwe,unknown,T20,United Arab Emirates,116,9,20.7,Zimbabwe,118,5,13.7,2014,3,United Arab Emirates,Zimbabwe,116,118,completed,1469.469502,1501.469502,-32,0,0.5,0,0.5,0.5
6352911488,3/21/2014,2014,World T20,TRUE,First Round,Ireland,Netherlands,Sylhet Stadium,,Netherlands,field,Netherlands,unknown,T20,Ireland,189,4,20.3,Netherlands,193,4,13.8,2014,3,Ireland,Netherlands,189,193,completed,1530.530498,1498.530498,32,1,0.5,1,0.5,0.5
-597192385,3/21/2014,2014,World T20,TRUE,,India,Pakistan,Shere Bangla National Stadium,Mirpur,India,field,India,unknown,T20,Pakistan,130,7,20.3,India,131,3,19,2014,3,Pakistan,India,130,131,completed,1500,1500,0,0.5,0.5,0.5,0.5,0.5
-384238381,3/22/2014,2014,World T20,TRUE,,South Africa,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,165,7,21.2,South Africa,160,8,20.3,2014,3,Sri Lanka,South Africa,165,160,completed,1500,1500,0,0.5,0.5,0.5,0.5,0.5
1205606677,3/22/2014,2014,ICC Men's T20 World Cup,TRUE,,England,New Zealand,Zahur Ahmed Chowdhury Stadium,Chattogram,New Zealand,field,New Zealand,unknown,T20,England,172,6,21,New Zealand,52,1,5.3,2014,3,England,New Zealand,172,52,completed,1500,1500,0,0.5,0.5,0.5,0.5,0.5
5470795787,3/23/2014,2014,World T20,TRUE,,Australia,Pakistan,Shere Bangla National Stadium,Mirpur,Australia,field,Pakistan,unknown,T20,Pakistan,191,5,20.7,Australia,175,10,20.2,2014,3,Pakistan,Australia,191,175,completed,1500,1484,16,0,0,0,0,0.5
4054500328,3/23/2014,2014,World T20,TRUE,,India,West Indies,Shere Bangla National Stadium,Mirpur,India,field,India,unknown,T20,West Indies,129,7,22.2,India,130,3,20.2,2014,3,West Indies,India,129,130,completed,1516,1500,16,1,0.5,1,0.5,0.5
-295853041,3/23/2014,2014,Women's World T20,TRUE,,Australia,New Zealand,Sylhet Stadium,,Australia,field,New Zealand,unknown,T20,New Zealand,128,8,20.3,Australia,121,10,19.8,2014,3,New Zealand,Australia,128,121,completed,1483.263693,1516,-32.73630679,0,1,0,1,0.5
7037359483,3/24/2014,2014,Women's World T20,TRUE,,India,Sri Lanka,Sylhet Stadium,,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,128,8,20.5,India,106,9,20.2,2014,3,Sri Lanka,India,128,106,completed,1531.263693,1516,15.26369321,1,1,1,1,0.5
-920567974,3/24/2014,2014,Women's World T20,TRUE,,England,West Indies,Sylhet Stadium,,England,field,West Indies,unknown,T20,West Indies,133,7,20.7,England,124,9,21,2014,3,West Indies,England,133,124,completed,1484,1484.736307,-0.736306794,0,0,0,0,0.5
-512234648,3/24/2014,2014,World T20,TRUE,,Netherlands,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,Sri Lanka,field,Sri Lanka,unknown,T20,Netherlands,39,10,10.5,Sri Lanka,40,1,5.5,2014,3,Netherlands,Sri Lanka,39,40,completed,1516,1532.702467,-16.70246717,0.666666667,1,0.666666667,1,0.5
9152869736,3/24/2014,2014,World T20,TRUE,,New Zealand,South Africa,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,field,South Africa,unknown,T20,South Africa,170,6,20.2,New Zealand,168,8,20.7,2014,3,South Africa,New Zealand,170,168,completed,1530.496883,1484,46.49688291,1,0,1,0,0.5
-561782021,3/25/2014,2014,World T20,TRUE,,Bangladesh,West Indies,Shere Bangla National Stadium,Mirpur,Bangladesh,field,West Indies,unknown,T20,West Indies,171,7,20.7,Bangladesh,98,10,19.7,2014,3,West Indies,Bangladesh,171,98,completed,1499.23319,1500.702399,-1.469208961,0.5,0.5,0.5,0.5,0.5
1884172107,3/25/2014,2014,Women's World T20,TRUE,,Ireland,New Zealand,Sylhet Stadium,,New Zealand,bat,New Zealand,unknown,T20,New Zealand,171,3,20.7,Ireland,129,6,20.3,2014,3,New Zealand,Ireland,171,129,completed,1513.060997,1512.368315,0.692682116,0.666666667,0.666666667,0.666666667,0.666666667,0.5
6976577452,3/26/2014,2014,Women's World T20,TRUE,,England,India,Sylhet Stadium,,India,bat,England,unknown,T20,India,95,9,21,England,98,5,19.2,2014,3,India,England,95,98,completed,1468.033908,1514.561226,-46.5273179,0,0.666666667,0,0.666666667,0.5
-207932476,3/26/2014,2014,Women's World T20,TRUE,,Bangladesh,West Indies,Sylhet Stadium,,West Indies,bat,West Indies,unknown,T20,West Indies,115,10,20.5,Bangladesh,79,10,17.8,2014,3,West Indies,Bangladesh,115,79,completed,1483.300849,1516.634739,-33.33389062,0.333333333,0.666666667,0.333333333,0.666666667,0
-559912181,3/27/2014,2014,World T20,TRUE,,England,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,England,unknown,T20,Sri Lanka,189,4,21,England,190,4,20,2014,3,Sri Lanka,England,189,190,completed,1486.163853,1547.933882,-61.77002915,0.333333333,1,0.333333333,1,0.5
-270565440,3/27/2014,2014,Women's World T20,TRUE,,New Zealand,Pakistan,Sylhet Stadium,,New Zealand,bat,New Zealand,unknown,T20,New Zealand,167,3,20.5,Pakistan,108,7,20.7,2014,3,New Zealand,Pakistan,167,108,completed,1528.400214,1500.736307,27.66390718,0.75,0.5,0.75,0.5,0.5
-589337919,3/27/2014,2014,World T20,TRUE,,Netherlands,South Africa,Zahur Ahmed Chowdhury Stadium,Chittagong,Netherlands,field,South Africa,unknown,T20,South Africa,145,9,20.7,Netherlands,139,10,19.2,2014,3,South Africa,Netherlands,145,139,completed,1500.768585,1502.128568,-1.359983037,0.5,0.5,0.5,0.5,0.5
-820258633,3/28/2014,2014,World T20,TRUE,,Bangladesh,India,Shere Bangla National Stadium,Mirpur,India,field,India,unknown,T20,Bangladesh,138,7,20.3,India,141,2,19.3,2014,3,Bangladesh,India,138,141,completed,1468.831238,1496.431281,-27.60004279,0.25,0.5,0.25,0.5,0.5
-750817598,3/28/2014,2014,Women's World T20,TRUE,,Sri Lanka,West Indies,Sylhet Stadium,,Sri Lanka,bat,West Indies,unknown,T20,Sri Lanka,84,10,17.3,West Indies,87,2,15,2014,3,Sri Lanka,West Indies,84,87,completed,1529.118865,1531.10435,-1.985485407,0.75,0.75,0.75,0.75,0.5
2770744960,3/28/2014,2014,World T20,TRUE,,Australia,West Indies,Shere Bangla National Stadium,Mirpur,Australia,bat,West Indies,unknown,T20,Australia,178,8,21.3,West Indies,179,4,20,2014,3,Australia,West Indies,178,179,completed,1468.76681,1547.012916,-78.24610568,0,0.75,0,0.75,0.5
2100843683,3/29/2014,2014,World T20,TRUE,,Netherlands,New Zealand,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,field,New Zealand,unknown,T20,Netherlands,151,4,20.5,New Zealand,152,4,19.3,2014,3,Netherlands,New Zealand,151,152,completed,1484.831214,1543.128929,-58.29771516,0.4,0.8,0.4,0.8,0.5
-506394530,3/29/2014,2014,World T20,TRUE,,England,South Africa,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,South Africa,unknown,T20,South Africa,196,5,21.5,England,193,7,21.7,2014,3,South Africa,England,196,193,completed,1504.978871,1518.065939,-13.08706832,0.5,0.666666667,0.5,0.666666667,0.5
1229697641,3/29/2014,2014,Women's World T20,TRUE,,Australia,Pakistan,Sylhet Stadium,,Australia,bat,Australia,unknown,T20,Australia,185,2,20.7,Pakistan,91,9,20.8,2014,3,Australia,Pakistan,185,91,completed,1456.310467,1486.007591,-29.69712422,0,0.333333333,0,0.333333333,0
-915076466,3/29/2014,2014,Women's World T20,TRUE,,Ireland,South Africa,Sylhet Stadium,,South Africa,bat,South Africa,unknown,T20,South Africa,165,5,20,Ireland,79,9,15.3,2014,3,South Africa,Ireland,165,79,completed,1497.029098,1533.463542,-36.43444418,0.5,0.666666667,0.5,0.666666667,0.5
5498029668,3/30/2014,2014,World T20,TRUE,,Australia,India,Shere Bangla National Stadium,Mirpur,Australia,field,India,unknown,T20,India,159,7,21.5,Australia,86,10,16.5,2014,3,India,Australia,159,86,completed,1473.674749,1511.162919,-37.48816979,0.25,0.6,0.25,0.6,0.5
1795681144,3/30/2014,2014,Women's World T20,TRUE,,Bangladesh,India,Sylhet Stadium,,India,bat,India,unknown,T20,India,151,5,20.5,Bangladesh,72,8,20.3,2014,3,India,Bangladesh,151,72,completed,1454.0996,1525.443194,-71.34359342,0.2,0.6,0.2,0.6,0
8685649192,3/30/2014,2014,World T20,TRUE,,Bangladesh,Pakistan,Shere Bangla National Stadium,Mirpur,Pakistan,bat,Pakistan,unknown,T20,Pakistan,190,5,20.8,Bangladesh,140,7,20.3,2014,3,Pakistan,Bangladesh,190,140,completed,1441.339682,1468.643309,-27.3036276,0.2,0.25,0.2,0.25,0.5
1760378335,3/30/2014,2014,Women's World T20,TRUE,,England,Sri Lanka,Sylhet Stadium,,Sri Lanka,bat,England,unknown,T20,Sri Lanka,85,9,21.2,England,86,3,16.3,2014,3,Sri Lanka,England,85,86,completed,1489.581267,1513.210299,-23.6290311,0.4,0.6,0.4,0.6,1
1047260603,3/31/2014,2014,Women's World T20,TRUE,,New Zealand,South Africa,Sylhet Stadium,,New Zealand,bat,South Africa,unknown,T20,New Zealand,114,8,20.5,South Africa,116,5,19.7,2014,3,New Zealand,South Africa,114,116,completed,1556.469136,1547.791797,8.677338384,0.8,0.8,0.833333333,0.8,0
6596404302,3/31/2014,2014,World T20,TRUE,,New Zealand,Sri Lanka,Zahur Ahmed Chowdhury Stadium,Chittagong,New Zealand,field,Sri Lanka,unknown,T20,Sri Lanka,119,10,20,New Zealand,60,9,15.8,2014,3,Sri Lanka,New Zealand,119,60,completed,1540.069613,1496.123816,43.94579661,0.8,0.4,0.833333333,0.5,0.5
2617160962,3/31/2014,2014,World T20,TRUE,,England,Netherlands,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,Netherlands,unknown,T20,Netherlands,133,5,20.8,England,88,10,18.2,2014,3,Netherlands,England,133,88,completed,1506.66775,1471.491008,35.17674205,0.6,0.2,0.5,0.333333333,0.5
2823056004,3/31/2014,2014,Women's World T20,TRUE,,Ireland,Pakistan,Sylhet Stadium,,Pakistan,bat,Pakistan,unknown,T20,Pakistan,119,6,20.8,Ireland,105,10,20,2014,3,Pakistan,Ireland,119,105,completed,1482.700842,1483.388513,-0.687670284,0.4,0.4,0.4,0.4,0.5
-248700497,4/1/2014,2014,Women's World T20,TRUE,,Bangladesh,Sri Lanka,Sylhet Stadium,,Bangladesh,bat,Bangladesh,unknown,T20,Bangladesh,115,9,20.3,Sri Lanka,112,9,20.3,2014,4,Bangladesh,Sri Lanka,115,112,completed,1426.594478,1514.136871,-87.54239277,0,0.4,0.142857143,0.571428571,0.5
1000098859,4/1/2014,2014,Women's World T20,TRUE,,India,West Indies,Sylhet Stadium,,West Indies,bat,India,unknown,T20,West Indies,117,7,20.5,India,121,1,18.7,2014,4,West Indies,India,117,121,completed,1538.203113,1559.469259,-21.26614638,0.6,1,0.714285714,0.833333333,1
-598169921,4/1/2014,2014,World T20,TRUE,,Pakistan,West Indies,Shere Bangla National Stadium,Mirpur,West Indies,bat,West Indies,unknown,T20,West Indies,166,6,20.8,Pakistan,82,10,18.2,2014,4,West Indies,Pakistan,166,82,completed,1499.356844,1542.491138,-43.13429382,0.6,1,0.5,0.833333333,0.5
-268918373,4/1/2014,2014,World T20,TRUE,,Bangladesh,Australia,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Australia,unknown,T20,Bangladesh,153,5,21.5,Australia,158,3,17.8,2014,4,Bangladesh,Australia,153,158,completed,1446.54275,1459.394475,-12.85172435,0,0.2,0.142857143,0.2,0.5
-750533140,4/2/2014,2014,Women's World T20,TRUE,Play-Off,New Zealand,Sri Lanka,Sylhet Stadium,,Sri Lanka,bat,New Zealand,unknown,T20,Sri Lanka,131,7,20.3,New Zealand,135,4,19,2014,4,Sri Lanka,New Zealand,131,135,completed,1522.056558,1494.188598,27.86795959,0.6,0.2,0.625,0.5,0
9063277208,4/2/2014,2014,Women's World T20,TRUE,Play-Off,India,Pakistan,Sylhet Stadium,,India,bat,India,unknown,T20,India,106,7,21,Pakistan,100,9,20.3,2014,4,India,Pakistan,106,100,completed,1555.181234,1485.333109,69.84812503,0.8,0.4,0.75,0.428571429,1
-101873459,4/3/2014,2014,Women's World T20,TRUE,9th Place Play-Off,Bangladesh,Ireland,Sylhet Stadium,,Bangladesh,bat,Bangladesh,unknown,T20,Bangladesh,106,7,21.2,Ireland,89,10,20,2014,4,Bangladesh,Ireland,106,89,completed,1431.134324,1466.732511,-35.59818636,0.2,0.2,0.222222222,0.333333333,0.5
-729608528,4/3/2014,2014,World T20,TRUE,Semi Final,Sri Lanka,West Indies,Shere Bangla National Stadium,Mirpur,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,160,6,20.3,West Indies,80,4,14.3,2014,4,Sri Lanka,West Indies,160,80,completed,1479.46922,1556.514874,-77.04565355,0.2,0.8,0.444444444,0.75,0
3280215258,4/3/2014,2014,Women's World T20,TRUE,Semi Final,Australia,West Indies,Shere Bangla National Stadium,Mirpur,Australia,bat,Australia,unknown,T20,Australia,140,5,21.5,West Indies,132,4,20.5,2014,4,Australia,West Indies,140,132,completed,1474.802901,1537.023828,-62.22092726,0.4,0.8,0.333333333,0.75,0
4840806615,4/3/2014,2014,Women's World T20,TRUE,7th Place Play-Off,Pakistan,Sri Lanka,Sylhet Stadium,,Pakistan,bat,Pakistan,unknown,T20,Pakistan,122,5,20.5,Sri Lanka,108,8,20.7,2014,4,Pakistan,Sri Lanka,122,108,completed,1472.507088,1498.960266,-26.45317787,0.4,0.2,0.375,0.444444444,0.5
3131042473,4/4/2014,2014,Women's World T20,TRUE,Semi Final,England,South Africa,Shere Bangla National Stadium,Mirpur,England,field,England,unknown,T20,South Africa,101,10,20.5,England,102,1,17,2014,4,South Africa,England,101,102,completed,1489.053314,1564.191321,-75.13800673,0.6,1,0.428571429,0.833333333,0
-183867030,4/4/2014,2014,World T20,TRUE,Semi Final,India,South Africa,Shere Bangla National Stadium,Mirpur,South Africa,bat,India,unknown,T20,South Africa,172,4,20.7,India,176,4,20.7,2014,4,South Africa,India,172,176,completed,1568.007255,1544.784042,23.22321213,1,1,0.777777778,0.833333333,0.5
-303240257,4/6/2014,2014,World T20,TRUE,Final,India,Sri Lanka,Shere Bangla National Stadium,Mirpur,Sri Lanka,field,Sri Lanka,unknown,T20,India,130,4,20.3,Sri Lanka,134,4,18.3,2014,4,India,Sri Lanka,130,134,completed,1582.939376,1481.744401,101.1949755,1,0.4,0.8,0.4,0
3556009124,4/6/2014,2014,Women's World T20,TRUE,Final,Australia,England,Shere Bangla National Stadium,Mirpur,Australia,field,Australia,unknown,T20,England,105,8,20.7,Australia,106,4,15.7,2014,4,England,Australia,105,106,completed,1493.638036,1508.460592,-14.82255637,0.6,0.6,0.428571429,0.5,0.5
7684225557,3/9/2016,2016,World T20,TRUE,First Round,Ireland,Oman,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,bat,Oman,unknown,T20,Ireland,154,5,20.3,Oman,157,8,21.2,2016,3,Ireland,Oman,154,157,completed,1449.098866,1500,-50.90113368,0,0.5,0.285714286,0.5,0.5
-928135271,3/9/2016,2016,World T20,TRUE,First Round,Bangladesh,Netherlands,Himachal Pradesh Cricket Association Stadium,Dharamsala,Netherlands,field,Bangladesh,unknown,T20,Bangladesh,153,7,20.5,Netherlands,145,7,20.2,2016,3,Bangladesh,Netherlands,153,145,completed,1448.767969,1489.105444,-40.33747527,0.4,0.4,0.3,0.428571429,0.5
-196214148,3/10/2016,2016,World T20,TRUE,First Round,Scotland,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Zimbabwe,bat,Zimbabwe,unknown,T20,Zimbabwe,147,7,20.8,Scotland,136,10,20.2,2016,3,Zimbabwe,Scotland,147,136,completed,1500,1516,-16,0.5,0.666666667,0.5,0.666666667,0.5
-416026952,3/11/2016,2016,World T20,TRUE,First Round,Bangladesh,Ireland,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,field,,no result,T20,Bangladesh,94,2,8.5,,,,,2016,3,Bangladesh,Ireland,94,0,no result,1466.617276,1435.426322,31.19095449,0.6,0,0.3,0.25,1
6353184362,3/12/2016,2016,World T20,TRUE,First Round,Hong Kong,Scotland,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Hong Kong,bat,Scotland,unknown,T20,Hong Kong,127,7,20.3,Scotland,78,2,8,2016,3,Hong Kong,Scotland,127,78,completed,1501.503117,1484.736307,16.7668103,0.5,0,0.5,0,0.5
-747403454,3/13/2016,2016,World T20,TRUE,First Round,Ireland,Netherlands,Himachal Pradesh Cricket Association Stadium,Dharamsala,Ireland,field,Netherlands,unknown,T20,Netherlands,59,5,6.2,Ireland,47,7,6.3,2016,3,Netherlands,Ireland,59,47,completed,1436.858872,1471.256136,-34.39726433,0.1,0.2,0.277777778,0.375,0
-515015968,3/13/2016,2016,World T20,TRUE,First Round,Bangladesh,Oman,Himachal Pradesh Cricket Association Stadium,Dharamsala,Oman,field,Bangladesh,unknown,T20,Bangladesh,180,2,20.5,Oman,65,9,12.7,2016,3,Bangladesh,Oman,180,65,completed,1465.184726,1513.672544,-48.48781802,0.7,1,0.35,1,0.5
6363677863,3/15/2016,2016,World T20,TRUE,Super 10,India,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,New Zealand,bat,New Zealand,unknown,T20,New Zealand,126,7,20.8,India,79,10,18.8,2016,3,New Zealand,India,126,79,completed,1562.406633,1536.775936,25.6306966,0.8,0.6,0.7,0.666666667,0.5
1541901086,3/15/2016,2016,Women's World T20,TRUE,,India,Bangladesh,M Chinnaswamy Stadium,Bangalore,Bangladesh,field,India,unknown,T20,India,163,5,20.5,Bangladesh,91,5,20.2,2016,3,India,Bangladesh,163,91,completed,1545.228432,1483.403288,61.82514403,0.8,0.7,0.7,0.45,1
4562805910,3/15/2016,2016,Women's World T20,TRUE,,New Zealand,Sri Lanka,Feroz Shah Kotla,Delhi,Sri Lanka,bat,New Zealand,unknown,T20,Sri Lanka,110,8,20.2,New Zealand,111,3,16.3,2016,3,Sri Lanka,New Zealand,110,111,completed,1553.954137,1502.277144,51.67699308,0.6,0.4,0.666666667,0.4,0.5
8928779935,3/16/2016,2016,World T20,TRUE,Super 10,England,West Indies,Wankhede Stadium,Mumbai,West Indies,field,West Indies,unknown,T20,England,182,6,21,West Indies,183,4,20.2,2016,3,England,West Indies,182,183,completed,1491.778402,1518.188693,-26.41029134,0.4,0.4,0.444444444,0.6,0
-361064395,3/16/2016,2016,World T20,TRUE,Super 10,Bangladesh,Pakistan,Eden Gardens,Kolkata,Pakistan,bat,Pakistan,unknown,T20,Pakistan,201,5,20.3,Bangladesh,146,6,20.7,2016,3,Pakistan,Bangladesh,201,146,completed,1470.220765,1489.722953,-19.50218806,0.7,0.6,0.45,0.444444444,0
8722780086,3/16/2016,2016,Women's World T20,TRUE,,Pakistan,West Indies,"MA Chidambaram Stadium, Chepauk",Chennai,Pakistan,field,West Indies,unknown,T20,West Indies,103,8,20.7,Pakistan,99,6,20.2,2016,3,West Indies,Pakistan,103,99,completed,1504.825786,1532.974791,-28.1490051,0.6,0.4,0.444444444,0.6,0
-399302277,3/17/2016,2016,Women's World T20,TRUE,,Bangladesh,England,M Chinnaswamy Stadium,Bangalore,England,bat,England,unknown,T20,England,153,7,20.8,Bangladesh,117,6,20.2,2016,3,England,Bangladesh,153,117,completed,1455.117932,1476.992303,-21.87437141,0.5,0.4,0.45,0.4,0.5
-741450092,3/18/2016,2016,World T20,TRUE,Super 10,England,South Africa,Wankhede Stadium,Mumbai,England,field,England,unknown,T20,South Africa,229,4,20.3,England,230,8,21.3,2016,3,South Africa,England,229,230,completed,1491.98628,1529.851921,-37.86564063,0.4,0.6,0.5,0.625,0.5
8855218668,3/18/2016,2016,Women's World T20,TRUE,,Australia,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,South Africa,bat,Australia,unknown,T20,South Africa,102,6,20,Australia,105,4,18.8,2016,3,South Africa,Australia,102,105,completed,1510.320226,1512.115015,-1.79478967,0.8,0.6,0.5,0.625,0.5
-222891744,3/18/2016,2016,Women's World T20,TRUE,,Ireland,New Zealand,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,New Zealand,bat,New Zealand,unknown,T20,New Zealand,177,3,21.2,Ireland,84,5,20.3,2016,3,New Zealand,Ireland,177,84,completed,1422.437769,1567.591719,-145.1539497,0.1,0.6,0.25,0.7,0
-100496890,3/18/2016,2016,World T20,TRUE,Super 10,Australia,New Zealand,Himachal Pradesh Cricket Association Stadium,Dharamsala,New Zealand,bat,New Zealand,unknown,T20,New Zealand,142,8,20.3,Australia,134,9,20.3,2016,3,New Zealand,Australia,142,134,completed,1526.402878,1577.270692,-50.86781433,0.8,0.6,0.5,0.7,0
-109871877,3/19/2016,2016,World T20,TRUE,Super 10,India,Pakistan,Eden Gardens,Kolkata,India,field,India,unknown,T20,Pakistan,118,5,18.3,India,119,4,17,2016,3,Pakistan,India,118,119,completed,1558.410955,1490.119267,68.29168808,0.6,0.4,0.7,0.5,1
-477493914,3/20/2016,2016,Women's World T20,TRUE,,Sri Lanka,Ireland,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mohali,Sri Lanka,bat,Sri Lanka,unknown,T20,Sri Lanka,129,7,20.5,Ireland,115,8,20.7,2016,3,Sri Lanka,Ireland,129,115,completed,1488.639562,1412.758796,75.88076555,0.4,0.1,0.3,0.15,0.5
5831263958,3/20/2016,2016,Women's World T20,TRUE,,Bangladesh,West Indies,"MA Chidambaram Stadium, Chepauk",Chennai,West Indies,bat,West Indies,unknown,T20,West Indies,148,4,20.3,Bangladesh,99,10,19.8,2016,3,West Indies,Bangladesh,148,99,completed,1440.123955,1547.681311,-107.5573556,0.3,0.6,0.45,0.7,0
3901706839,3/20/2016,2016,World T20,TRUE,Super 10,Sri Lanka,West Indies,M Chinnaswamy Stadium,Bangalore,West Indies,field,West Indies,unknown,T20,Sri Lanka,122,9,20.8,West Indies,127,3,19,2016,3,Sri Lanka,West Indies,122,127,completed,1501.199644,1558.880505,-57.68086068,0.4,0.6,0.3,0.7,0.5
2191642319,3/21/2016,2016,Women's World T20,TRUE,,Australia,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Australia,bat,New Zealand,unknown,T20,Australia,103,8,20.8,New Zealand,104,4,16.3,2016,3,Australia,New Zealand,103,104,completed,1512.728832,1590.944739,-78.21590704,0.8,1,0.5,0.8,0
-765952361,3/21/2016,2016,World T20,TRUE,Super 10,Australia,Bangladesh,M Chinnaswamy Stadium,Bangalore,Australia,field,Australia,unknown,T20,Bangladesh,156,5,20.5,Australia,157,7,19,2016,3,Bangladesh,Australia,156,157,completed,1500.271166,1428.924761,71.34640493,0.8,0.2,0.5,0.45,1
3276422917,3/22/2016,2016,Women's World T20,TRUE,,India,England,Himachal Pradesh Cricket Association Stadium,Dharamsala,England,field,England,unknown,T20,India,90,8,20.2,England,92,8,19.2,2016,3,India,England,90,92,completed,1571.305893,1509.723186,61.58270657,0.6,0.6,0.8,0.6,0
-815166597,3/22/2016,2016,World T20,TRUE,Super 10,New Zealand,Pakistan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,New Zealand,bat,New Zealand,unknown,T20,New Zealand,180,5,20.5,Pakistan,158,5,20.7,2016,3,New Zealand,Pakistan,180,158,completed,1603.402404,1477.224329,126.1780749,1,0.4,0.8,0.4,1
-522039900,3/23/2016,2016,Women's World T20,TRUE,,Ireland,South Africa,"MA Chidambaram Stadium, Chepauk",Chennai,South Africa,bat,South Africa,unknown,T20,South Africa,156,5,21.2,Ireland,89,9,20,2016,3,South Africa,Ireland,156,89,completed,1400.198713,1496.032363,-95.83364965,0.1,0.2,0.05,0.5,0
-189002205,3/23/2016,2016,World T20,TRUE,Super 10,India,Bangladesh,M Chinnaswamy Stadium,Bangalore,Bangladesh,field,India,unknown,T20,India,146,7,20.2,Bangladesh,145,9,20.2,2016,3,India,Bangladesh,146,145,completed,1552.499235,1416.164966,136.334269,0.4,0,0.7,0.35,1
-138271307,3/24/2016,2016,Women's World T20,TRUE,,England,West Indies,Himachal Pradesh Cricket Association Stadium,Dharamsala,West Indies,bat,England,unknown,T20,West Indies,108,4,20.5,England,109,9,20.2,2016,3,West Indies,England,108,109,completed,1528.529843,1572.248342,-43.7184983,0.6,0.8,0.6,0.7,0
5410156492,3/24/2016,2016,Women's World T20,TRUE,,Australia,Sri Lanka,Feroz Shah Kotla,Delhi,Sri Lanka,bat,Australia,unknown,T20,Sri Lanka,123,8,20.8,Australia,125,1,18.3,2016,3,Sri Lanka,Australia,123,125,completed,1513.030961,1487.831808,25.19915318,0.6,0.4,0.6,0.4,0.5
